movie_id,title,full_title,year,imdb_url,url_title
372,Jeffrey,Jeffrey (1995),1995,http://us.imdb.com/M/title-exact?Jeffrey%20(1995),Jeffrey (1995)
373,Judge Dredd,Judge Dredd (1995),1995,http://us.imdb.com/M/title-exact?Judge%20Dredd%20(1995),Judge Dredd (1995)
374,Mighty Morphin Power Rangers: The Movie,Mighty Morphin Power Rangers: The Movie (1995),1995,http://us.imdb.com/M/title-exact?Mighty%20Morphin%20Power%20Rangers:%20The%20Movie%20(1995),Mighty Morphin Power Rangers: The Movie (1995)
375,Showgirls,Showgirls (1995),1995,http://us.imdb.com/M/title-exact?Showgirls%20(1995),Showgirls (1995)
376,Houseguest,Houseguest (1994),1994,http://us.imdb.com/M/title-exact?Houseguest%20(1994),Houseguest (1994)
377,Heavyweights,Heavyweights (1994),1994,http://us.imdb.com/M/title-exact?Heavyweights%20(1994),Heavyweights (1994)
378,Miracle on 34th Street,Miracle on 34th Street (1994),1994,http://us.imdb.com/M/title-exact?Miracle%20on%2034th%20Street%20(1994),Miracle on 34th Street (1994)
379,Tales From the Crypt Presents: Demon Knight,Tales From the Crypt Presents: Demon Knight (1995),1995,http://us.imdb.com/M/title-exact?Tales%20From%20the%20Crypt%20Presents:%20Demon%20Knight%20(1995),Tales From the Crypt Presents: Demon Knight (1995)
380,Star Trek: Generations,Star Trek: Generations (1994),1994,http://us.imdb.com/M/title-exact?Star%20Trek:%20Generations%20(1994),Star Trek: Generations (1994)
381,Muriel's Wedding,Muriel's Wedding (1994),1994,http://us.imdb.com/M/title-exact?Muriel's%20Wedding%20(1994),Muriel's Wedding (1994)
382,"Adventures of Priscilla, Queen of the Desert, The","Adventures of Priscilla, Queen of the Desert, The (1994)",1994,"http://us.imdb.com/M/title-exact?Adventures%20of%20Priscilla,%20Queen%20of%20the%20Desert,%20The%20(1994)","Adventures of Priscilla, Queen of the Desert, The (1994)"
383,"Flintstones, The","Flintstones, The (1994)",1994,"http://us.imdb.com/M/title-exact?Flintstones,%20The%20(1994)","Flintstones, The (1994)"
384,Naked Gun 33 1/3: The Final Insult,Naked Gun 33 1/3: The Final Insult (1994),1994,http://us.imdb.com/M/title-exact?Naked%20Gun%2033%201/3:%20The%20Final%20Insult%20(1994),Naked Gun 33 1/3: The Final Insult (1994)
385,True Lies,True Lies (1994),1994,http://us.imdb.com/M/title-exact?True%20Lies%20(1994),True Lies (1994)
386,Addams Family Values,Addams Family Values (1993),1993,http://us.imdb.com/M/title-exact?Addams%20Family%20Values%20(1993),Addams Family Values (1993)
387,"Age of Innocence, The","Age of Innocence, The (1993)",1993,"http://us.imdb.com/M/title-exact?Age%20of%20Innocence,%20The%20(1993)","Age of Innocence, The (1993)"
388,Beverly Hills Cop III,Beverly Hills Cop III (1994),1994,http://us.imdb.com/M/title-exact?Beverly%20Hills%20Cop%20III%20(1994),Beverly Hills Cop III (1994)
389,Black Beauty,Black Beauty (1994),1994,http://us.imdb.com/Title?Black+Beauty+(1994/I),Black Beauty (1994/I)
390,Fear of a Black Hat,Fear of a Black Hat (1993),1993,http://us.imdb.com/M/title-exact?Fear%20of%20a%20Black%20Hat%20(1993),Fear of a Black Hat (1993)
391,Last Action Hero,Last Action Hero (1993),1993,http://us.imdb.com/M/title-exact?Last%20Action%20Hero%20(1993),Last Action Hero (1993)
392,"Man Without a Face, The","Man Without a Face, The (1993)",1993,"http://us.imdb.com/M/title-exact?Man%20Without%20a%20Face,%20The%20(1993)","Man Without a Face, The (1993)"
393,Mrs. Doubtfire,Mrs. Doubtfire (1993),1993,http://us.imdb.com/M/title-exact?Mrs.%20Doubtfire%20(1993),Mrs. Doubtfire (1993)
394,Radioland Murders,Radioland Murders (1994),1994,http://us.imdb.com/M/title-exact?Radioland%20Murders%20(1994),Radioland Murders (1994)
395,Robin Hood: Men in Tights,Robin Hood: Men in Tights (1993),1993,http://us.imdb.com/M/title-exact?Robin%20Hood:%20Men%20in%20Tights%20(1993),Robin Hood: Men in Tights (1993)
396,Serial Mom,Serial Mom (1994),1994,http://us.imdb.com/M/title-exact?Serial%20Mom%20(1994),Serial Mom (1994)
397,Striking Distance,Striking Distance (1993),1993,http://us.imdb.com/M/title-exact?Striking%20Distance%20(1993),Striking Distance (1993)
398,Super Mario Bros.,Super Mario Bros. (1993),1993,http://us.imdb.com/M/title-exact?Super%20Mario%20Bros.%20(1993),Super Mario Bros. (1993)
399,"Three Musketeers, The","Three Musketeers, The (1993)",1993,"http://us.imdb.com/M/title-exact?Three%20Musketeers,%20The%20(1993)","Three Musketeers, The (1993)"
400,"Little Rascals, The","Little Rascals, The (1994)",1994,"http://us.imdb.com/M/title-exact?Little%20Rascals,%20The%20(1994)","Little Rascals, The (1994)"
401,"Brady Bunch Movie, The","Brady Bunch Movie, The (1995)",1995,"http://us.imdb.com/M/title-exact?Brady%20Bunch%20Movie,%20The%20(1995)","Brady Bunch Movie, The (1995)"
402,Ghost,Ghost (1990),1990,http://us.imdb.com/M/title-exact?Ghost%20(1990),Ghost (1990)
403,Batman,Batman (1989),1989,http://us.imdb.com/M/title-exact?Batman%20(1989),Batman (1989)
404,Pinocchio,Pinocchio (1940),1940,http://us.imdb.com/M/title-exact?Pinocchio%20(1940),Pinocchio (1940)
405,Mission: Impossible,Mission: Impossible (1996),1996,http://us.imdb.com/M/title-exact?Mission:%20Impossible%20(1996),Mission: Impossible (1996)
406,Thinner,Thinner (1996),1996,http://us.imdb.com/M/title-exact?Thinner%20(1996),Thinner (1996)
407,Spy Hard,Spy Hard (1996),1996,http://us.imdb.com/M/title-exact?Spy%20Hard%20(1996),Spy Hard (1996)
408,"Close Shave, A","Close Shave, A (1995)",1995,"http://us.imdb.com/M/title-exact?Close%20Shave,%20A%20(1995)","Close Shave, A (1995)"
409,Jack,Jack (1996),1996,http://us.imdb.com/M/title-exact?Jack%20(1996),Jack (1996)
410,Kingpin,Kingpin (1996),1996,http://us.imdb.com/M/title-exact?Kingpin%20(1996),Kingpin (1996)
411,"Nutty Professor, The","Nutty Professor, The (1996)",1996,"http://us.imdb.com/M/title-exact?Nutty%20Professor,%20The%20(1996)","Nutty Professor, The (1996)"
412,"Very Brady Sequel, A","Very Brady Sequel, A (1996)",1996,"http://us.imdb.com/M/title-exact?Very%20Brady%20Sequel,%20A%20(1996)","Very Brady Sequel, A (1996)"
413,Tales from the Crypt Presents: Bordello of Blood,Tales from the Crypt Presents: Bordello of Blood (1996),1996,http://us.imdb.com/M/title-exact?Tales%20from%20the%20Crypt%20Presents:%20Bordello%20of%20Blood%20(1996),Tales from the Crypt Presents: Bordello of Blood (1996)
414,My Favorite Year,My Favorite Year (1982),1982,http://us.imdb.com/M/title-exact?My%20Favorite%20Year%20(1982),My Favorite Year (1982)
415,"Apple Dumpling Gang, The","Apple Dumpling Gang, The (1975)",1975,"http://us.imdb.com/M/title-exact?Apple%20Dumpling%20Gang,%20The%20(1975)","Apple Dumpling Gang, The (1975)"
416,Old Yeller,Old Yeller (1957),1957,http://us.imdb.com/M/title-exact?Old%20Yeller%20(1957),Old Yeller (1957)
417,"Parent Trap, The","Parent Trap, The (1961)",1961,"http://us.imdb.com/M/title-exact?Parent%20Trap,%20The%20(1961)","Parent Trap, The (1961)"
418,Cinderella,Cinderella (1950),1950,http://us.imdb.com/M/title-exact?Cinderella%20(1950),Cinderella (1950)
419,Mary Poppins,Mary Poppins (1964),1964,http://us.imdb.com/M/title-exact?Mary%20Poppins%20(1964),Mary Poppins (1964)
420,Alice in Wonderland,Alice in Wonderland (1951),1951,http://us.imdb.com/M/title-exact?Alice%20in%20Wonderland%20(1951),Alice in Wonderland (1951)
421,William Shakespeare's Romeo and Juliet,William Shakespeare's Romeo and Juliet (1996),1996,http://us.imdb.com/Title?Romeo+%2B+Juliet+(1996),Romeo %2B Juliet (1996)
422,Aladdin and the King of Thieves,Aladdin and the King of Thieves (1996),1996,http://us.imdb.com/M/title-exact?Aladdin%20and%20the%20King%20of%20Thieves%20(1996)%20(V),Aladdin and the King of Thieves (1996) (V)
423,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial (1982),1982,http://us.imdb.com/M/title-exact?E%2ET%2E%20the%20Extra-Terrestrial%20%281982%29,E.T. the Extra-Terrestrial (1982)
424,Children of the Corn: The Gathering,Children of the Corn: The Gathering (1996),1996,http://us.imdb.com/M/title-exact?Children%20of%20the%20Corn%3A%20The%20Gathering%20%281996%29,Children of the Corn: The Gathering (1996)
425,Bob Roberts,Bob Roberts (1992),1992,http://us.imdb.com/M/title-exact?Bob%20Roberts%20(1992),Bob Roberts (1992)
426,"Transformers: The Movie, The","Transformers: The Movie, The (1986)",1986,"http://us.imdb.com/M/title-exact?Transformers:%20The%20Movie,%20The%20(1986)","Transformers: The Movie, The (1986)"
427,To Kill a Mockingbird,To Kill a Mockingbird (1962),1962,http://us.imdb.com/M/title-exact?To%20Kill%20a%20Mockingbird%20(1962),To Kill a Mockingbird (1962)
428,Harold and Maude,Harold and Maude (1971),1971,http://us.imdb.com/M/title-exact?Harold%20and%20Maude%20(1971),Harold and Maude (1971)
429,"Day the Earth Stood Still, The","Day the Earth Stood Still, The (1951)",1951,"http://us.imdb.com/M/title-exact?Day%20the%20Earth%20Stood%20Still,%20The%20(1951)","Day the Earth Stood Still, The (1951)"
430,Duck Soup,Duck Soup (1933),1933,http://us.imdb.com/M/title-exact?Duck%20Soup%20(1933),Duck Soup (1933)
431,Highlander,Highlander (1986),1986,http://us.imdb.com/M/title-exact?Highlander%20(1986),Highlander (1986)
432,Fantasia,Fantasia (1940),1940,http://us.imdb.com/M/title-exact?Fantasia%20(1940),Fantasia (1940)
433,Heathers,Heathers (1989),1989,http://us.imdb.com/M/title-exact?Heathers%20(1989),Heathers (1989)
434,Forbidden Planet,Forbidden Planet (1956),1956,http://us.imdb.com/M/title-exact?Forbidden%20Planet%20(1956),Forbidden Planet (1956)
435,Butch Cassidy and the Sundance Kid,Butch Cassidy and the Sundance Kid (1969),1969,http://us.imdb.com/M/title-exact?Butch%20Cassidy%20and%20the%20Sundance%20Kid%20(1969),Butch Cassidy and the Sundance Kid (1969)
436,"American Werewolf in London, An","American Werewolf in London, An (1981)",1981,"http://us.imdb.com/M/title-exact?American%20Werewolf%20in%20London,%20An%20(1981)","American Werewolf in London, An (1981)"
437,Amityville 1992: It's About Time,Amityville 1992: It's About Time (1992),1992,http://us.imdb.com/M/title-exact?Amityville%201992:%20It's%20About%20Time%20(1992),Amityville 1992: It's About Time (1992)
438,Amityville 3-D,Amityville 3-D (1983),1983,http://us.imdb.com/M/title-exact?Amityville%203-D%20(1983),Amityville 3-D (1983)
439,Amityville: A New Generation,Amityville: A New Generation (1993),1993,http://us.imdb.com/M/title-exact?Amityville:%20A%20New%20Generation%20(1993),Amityville: A New Generation (1993)
440,Amityville II: The Possession,Amityville II: The Possession (1982),1982,http://us.imdb.com/M/title-exact?Amityville%20II:%20The%20Possession%20(1982),Amityville II: The Possession (1982)
441,"Amityville Horror, The","Amityville Horror, The (1979)",1979,"http://us.imdb.com/M/title-exact?Amityville%20Horror,%20The%20(1979)","Amityville Horror, The (1979)"
442,"Amityville Curse, The","Amityville Curse, The (1990)",1990,"http://us.imdb.com/M/title-exact?Amityville%20Curse,%20The%20(1990)","Amityville Curse, The (1990)"
443,"Birds, The","Birds, The (1963)",1963,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)","Birds, The (1963)"
444,"Blob, The","Blob, The (1958)",1958,"http://us.imdb.com/M/title-exact?Blob,%20The%20(1958)","Blob, The (1958)"
445,"Body Snatcher, The","Body Snatcher, The (1945)",1945,"http://us.imdb.com/M/title-exact?Body%20Snatcher,%20The%20(1945)","Body Snatcher, The (1945)"
446,Burnt Offerings,Burnt Offerings (1976),1976,http://us.imdb.com/M/title-exact?Burnt%20Offerings%20(1976),Burnt Offerings (1976)
447,Carrie,Carrie (1976),1976,http://us.imdb.com/M/title-exact?Carrie%20(1976),Carrie (1976)
448,"Omen, The","Omen, The (1976)",1976,"http://us.imdb.com/M/title-exact?Omen,%20The%20(1976)","Omen, The (1976)"
449,Star Trek: The Motion Picture,Star Trek: The Motion Picture (1979),1979,http://us.imdb.com/M/title-exact?Star%20Trek:%20The%20Motion%20Picture%20(1979),Star Trek: The Motion Picture (1979)
450,Star Trek V: The Final Frontier,Star Trek V: The Final Frontier (1989),1989,http://us.imdb.com/M/title-exact?Star%20Trek%20V:%20The%20Final%20Frontier%20(1989),Star Trek V: The Final Frontier (1989)
451,Grease,Grease (1978),1978,http://us.imdb.com/M/title-exact?Grease%20(1978),Grease (1978)
452,Jaws 2,Jaws 2 (1978),1978,http://us.imdb.com/M/title-exact?Jaws%202%20(1978),Jaws 2 (1978)
453,Jaws 3-D,Jaws 3-D (1983),1983,http://us.imdb.com/M/title-exact?Jaws%203-D%20(1983),Jaws 3-D (1983)
454,Bastard Out of Carolina,Bastard Out of Carolina (1996),1996,http://us.imdb.com/M/title-exact?Bastard%20Out%20of%20Carolina%20(1996),Bastard Out of Carolina (1996)
455,Jackie Chan's First Strike,Jackie Chan's First Strike (1996),1996,http://us.imdb.com/M/title-exact?Police%20Story%204:%20First%20Strike%20(1996),Police Story 4: First Strike (1996)
456,Beverly Hills Ninja,Beverly Hills Ninja (1997),1997,http://us.imdb.com/M/title-exact?Beverly%20Hills%20Ninja%20(1997),Beverly Hills Ninja (1997)
457,Free Willy 3: The Rescue,Free Willy 3: The Rescue (1997),1997,http://us.imdb.com/M/title-exact?Free+Willy+3%3A+The+Rescue+(1997),Free+Willy+3:+The+Rescue+(1997)
458,Nixon,Nixon (1995),1995,http://us.imdb.com/M/title-exact?Nixon%20(1995),Nixon (1995)
459,"Cry, the Beloved Country","Cry, the Beloved Country (1995)",1995,"http://us.imdb.com/M/title-exact?Cry,%20the%20Beloved%20Country%20(1995)","Cry, the Beloved Country (1995)"
460,"Crossing Guard, The","Crossing Guard, The (1995)",1995,"http://us.imdb.com/M/title-exact?Crossing%20Guard,%20The%20(1995)","Crossing Guard, The (1995)"
461,Smoke,Smoke (1995),1995,http://us.imdb.com/M/title-exact?Smoke%20(1995),Smoke (1995)
462,Like Water For Chocolate (Como agua para chocolate),Like Water For Chocolate (Como agua para chocolate) (1992),1992,http://us.imdb.com/M/title-exact?Como%20agua%20para%20chocolate%20(1992),Como agua para chocolate (1992)
463,"Secret of Roan Inish, The","Secret of Roan Inish, The (1994)",1994,"http://us.imdb.com/M/title-exact?Secret%20of%20Roan%20Inish,%20The%20(1994)","Secret of Roan Inish, The (1994)"
464,Vanya on 42nd Street,Vanya on 42nd Street (1994),1994,http://us.imdb.com/M/title-exact?Vanya%20on%2042nd%20Street%20(1994),Vanya on 42nd Street (1994)
465,"Jungle Book, The","Jungle Book, The (1994)",1994,"http://us.imdb.com/M/title-exact?Jungle%20Book,%20The%20(1994)","Jungle Book, The (1994)"
466,Red Rock West,Red Rock West (1992),1992,http://us.imdb.com/M/title-exact?Red%20Rock%20West%20(1992),Red Rock West (1992)
467,"Bronx Tale, A","Bronx Tale, A (1993)",1993,"http://us.imdb.com/M/title-exact?Bronx%20Tale,%20A%20(1993)","Bronx Tale, A (1993)"
468,Rudy,Rudy (1993),1993,http://us.imdb.com/M/title-exact?Rudy%20(1993),Rudy (1993)
469,Short Cuts,Short Cuts (1993),1993,http://us.imdb.com/M/title-exact?Short%20Cuts%20(1993),Short Cuts (1993)
470,Tombstone,Tombstone (1993),1993,http://us.imdb.com/M/title-exact?Tombstone%20(1993),Tombstone (1993)
471,Courage Under Fire,Courage Under Fire (1996),1996,http://us.imdb.com/M/title-exact?Courage%20Under%20Fire%20(1996),Courage Under Fire (1996)
472,Dragonheart,Dragonheart (1996),1996,http://us.imdb.com/M/title-exact?Dragonheart%20(1996),Dragonheart (1996)
473,James and the Giant Peach,James and the Giant Peach (1996),1996,http://us.imdb.com/M/title-exact?James%20and%20the%20Giant%20Peach%20(1996),James and the Giant Peach (1996)
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),1963,http://us.imdb.com/M/title-exact?Dr.%20Strangelove%20or:%20How%20I%20Learned%20to%20Stop%20Worrying%20and%20Love%20the%20Bomb%20(1963),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
475,Trainspotting,Trainspotting (1996),1996,http://us.imdb.com/Title?Trainspotting+(1996),Trainspotting (1996)
476,"First Wives Club, The","First Wives Club, The (1996)",1996,"http://us.imdb.com/M/title-exact?First%20Wives%20Club,%20The%20(1996)","First Wives Club, The (1996)"
477,Matilda,Matilda (1996),1996,http://us.imdb.com/M/title-exact?Matilda%20(1996),Matilda (1996)
478,"Philadelphia Story, The","Philadelphia Story, The (1940)",1940,"http://us.imdb.com/M/title-exact?Philadelphia%20Story,%20The%20(1940)","Philadelphia Story, The (1940)"
479,Vertigo,Vertigo (1958),1958,http://us.imdb.com/M/title-exact?Vertigo%20(1958),Vertigo (1958)
480,North by Northwest,North by Northwest (1959),1959,http://us.imdb.com/M/title-exact?North%20by%20Northwest%20(1959),North by Northwest (1959)
481,"Apartment, The","Apartment, The (1960)",1960,"http://us.imdb.com/M/title-exact?Apartment,%20The%20(1960)","Apartment, The (1960)"
482,Some Like It Hot,Some Like It Hot (1959),1959,http://us.imdb.com/M/title-exact?Some%20Like%20It%20Hot%20(1959),Some Like It Hot (1959)
483,Casablanca,Casablanca (1942),1942,http://us.imdb.com/M/title-exact?Casablanca%20(1942),Casablanca (1942)
484,"Maltese Falcon, The","Maltese Falcon, The (1941)",1941,"http://us.imdb.com/M/title-exact?Maltese%20Falcon,%20The%20(1941)","Maltese Falcon, The (1941)"
485,My Fair Lady,My Fair Lady (1964),1964,http://us.imdb.com/M/title-exact?My%20Fair%20Lady%20(1964),My Fair Lady (1964)
486,Sabrina,Sabrina (1954),1954,http://us.imdb.com/M/title-exact?Sabrina%20(1954),Sabrina (1954)
487,Roman Holiday,Roman Holiday (1953),1953,http://us.imdb.com/M/title-exact?Roman%20Holiday%20(1953),Roman Holiday (1953)
488,Sunset Blvd.,Sunset Blvd. (1950),1950,http://us.imdb.com/M/title-exact?Sunset%20Boulevard%20(1950),Sunset Boulevard (1950)
489,Notorious,Notorious (1946),1946,http://us.imdb.com/M/title-exact?Notorious%20(1946),Notorious (1946)
490,To Catch a Thief,To Catch a Thief (1955),1955,http://us.imdb.com/M/title-exact?To%20Catch%20a%20Thief%20(1955),To Catch a Thief (1955)
491,"Adventures of Robin Hood, The","Adventures of Robin Hood, The (1938)",1938,"http://us.imdb.com/M/title-exact?Adventures%20of%20Robin%20Hood,%20The%20(1938)","Adventures of Robin Hood, The (1938)"
492,East of Eden,East of Eden (1955),1955,http://us.imdb.com/M/title-exact?East%20of%20Eden%20(1955),East of Eden (1955)
493,"Thin Man, The","Thin Man, The (1934)",1934,"http://us.imdb.com/M/title-exact?Thin%20Man,%20The%20(1934)","Thin Man, The (1934)"
494,His Girl Friday,His Girl Friday (1940),1940,http://us.imdb.com/M/title-exact?His%20Girl%20Friday%20(1940),His Girl Friday (1940)
495,Around the World in 80 Days,Around the World in 80 Days (1956),1956,http://us.imdb.com/M/title-exact?Around%20the%20World%20in%2080%20Days%20(1956),Around the World in 80 Days (1956)
496,It's a Wonderful Life,It's a Wonderful Life (1946),1946,http://us.imdb.com/M/title-exact?It's%20a%20Wonderful%20Life%20(1946),It's a Wonderful Life (1946)
497,Bringing Up Baby,Bringing Up Baby (1938),1938,http://us.imdb.com/M/title-exact?Bringing%20Up%20Baby%20(1938),Bringing Up Baby (1938)
498,"African Queen, The","African Queen, The (1951)",1951,"http://us.imdb.com/M/title-exact?African%20Queen,%20The%20(1951)","African Queen, The (1951)"
499,Cat on a Hot Tin Roof,Cat on a Hot Tin Roof (1958),1958,http://us.imdb.com/M/title-exact?Cat%20on%20a%20Hot%20Tin%20Roof%20(1958),Cat on a Hot Tin Roof (1958)
500,Fly Away Home,Fly Away Home (1996),1996,http://us.imdb.com/M/title-exact?Fly%20Away%20Home%20(1996),Fly Away Home (1996)
501,Dumbo,Dumbo (1941),1941,http://us.imdb.com/M/title-exact?Dumbo%20(1941),Dumbo (1941)
502,Bananas,Bananas (1971),1971,http://us.imdb.com/M/title-exact?Bananas%20(1971),Bananas (1971)
503,"Candidate, The","Candidate, The (1972)",1972,"http://us.imdb.com/M/title-exact?Candidate,%20The%20(1972)","Candidate, The (1972)"
504,Bonnie and Clyde,Bonnie and Clyde (1967),1967,http://us.imdb.com/M/title-exact?Bonnie%20and%20Clyde%20(1967),Bonnie and Clyde (1967)
505,Dial M for Murder,Dial M for Murder (1954),1954,http://us.imdb.com/M/title-exact?Dial%20M%20for%20Murder%20(1954),Dial M for Murder (1954)
506,Rebel Without a Cause,Rebel Without a Cause (1955),1955,http://us.imdb.com/M/title-exact?Rebel%20Without%20a%20Cause%20(1955),Rebel Without a Cause (1955)
507,"Streetcar Named Desire, A","Streetcar Named Desire, A (1951)",1951,"http://us.imdb.com/M/title-exact?Streetcar%20Named%20Desire,%20A%20(1951)","Streetcar Named Desire, A (1951)"
508,"People vs. Larry Flynt, The","People vs. Larry Flynt, The (1996)",1996,"http://us.imdb.com/M/title-exact?People%20vs.%20Larry%20Flynt,%20The%20(1996)","People vs. Larry Flynt, The (1996)"
509,My Left Foot,My Left Foot (1989),1989,http://us.imdb.com/M/title-exact?My%20Left%20Foot%20(1989),My Left Foot (1989)
510,"Magnificent Seven, The","Magnificent Seven, The (1954)",1954,http://us.imdb.com/M/title-exact?Shichinin%20no%20samurai%20(1954),Shichinin no samurai (1954)
511,Lawrence of Arabia,Lawrence of Arabia (1962),1962,http://us.imdb.com/M/title-exact?Lawrence%20of%20Arabia%20(1962),Lawrence of Arabia (1962)
512,Wings of Desire,Wings of Desire (1987),1987,"http://us.imdb.com/Title?Himmel+%FCber+Berlin,+Der+(1987)","Himmel %FCber Berlin, Der (1987)"
513,"Third Man, The","Third Man, The (1949)",1949,"http://us.imdb.com/M/title-exact?Third%20Man,%20The%20(1949)","Third Man, The (1949)"
514,Annie Hall,Annie Hall (1977),1977,http://us.imdb.com/M/title-exact?Annie%20Hall%20(1977),Annie Hall (1977)
515,"Boot, Das","Boot, Das (1981)",1981,"http://us.imdb.com/M/title-exact?Boot,%20Das%20(1981)","Boot, Das (1981)"
516,Local Hero,Local Hero (1983),1983,http://us.imdb.com/M/title-exact?Local%20Hero%20(1983),Local Hero (1983)
517,Manhattan,Manhattan (1979),1979,http://us.imdb.com/M/title-exact?Manhattan%20(1979),Manhattan (1979)
518,Miller's Crossing,Miller's Crossing (1990),1990,http://us.imdb.com/M/title-exact?Miller's%20Crossing%20(1990),Miller's Crossing (1990)
519,"Treasure of the Sierra Madre, The","Treasure of the Sierra Madre, The (1948)",1948,"http://us.imdb.com/M/title-exact?Treasure%20of%20the%20Sierra%20Madre,%20The%20(1948)","Treasure of the Sierra Madre, The (1948)"
520,"Great Escape, The","Great Escape, The (1963)",1963,"http://us.imdb.com/M/title-exact?Great%20Escape,%20The%20(1963)","Great Escape, The (1963)"
521,"Deer Hunter, The","Deer Hunter, The (1978)",1978,"http://us.imdb.com/M/title-exact?Deer%20Hunter,%20The%20(1978)","Deer Hunter, The (1978)"
522,Down by Law,Down by Law (1986),1986,http://us.imdb.com/M/title-exact?Down%20by%20Law%20(1986),Down by Law (1986)
523,Cool Hand Luke,Cool Hand Luke (1967),1967,http://us.imdb.com/M/title-exact?Cool%20Hand%20Luke%20(1967),Cool Hand Luke (1967)
524,"Great Dictator, The","Great Dictator, The (1940)",1940,"http://us.imdb.com/M/title-exact?Great%20Dictator,%20The%20(1940)","Great Dictator, The (1940)"
525,"Big Sleep, The","Big Sleep, The (1946)",1946,"http://us.imdb.com/M/title-exact?Big%20Sleep,%20The%20(1946)","Big Sleep, The (1946)"
526,Ben-Hur,Ben-Hur (1959),1959,http://us.imdb.com/M/title-exact?Ben-Hur%20(1959),Ben-Hur (1959)
527,Gandhi,Gandhi (1982),1982,http://us.imdb.com/M/title-exact?Gandhi%20(1982),Gandhi (1982)
528,"Killing Fields, The","Killing Fields, The (1984)",1984,"http://us.imdb.com/M/title-exact?Killing%20Fields,%20The%20(1984)","Killing Fields, The (1984)"
529,My Life as a Dog (Mitt liv som hund),My Life as a Dog (Mitt liv som hund) (1985),1985,http://us.imdb.com/M/title-exact?Mitt%20liv%20som%20hund%20(1985),Mitt liv som hund (1985)
530,"Man Who Would Be King, The","Man Who Would Be King, The (1975)",1975,"http://us.imdb.com/M/title-exact?Man%20Who%20Would%20Be%20King,%20The%20(1975)","Man Who Would Be King, The (1975)"
531,Shine,Shine (1996),1996,http://us.imdb.com/M/title-exact?Shine%20(1996),Shine (1996)
532,Kama Sutra: A Tale of Love,Kama Sutra: A Tale of Love (1996),1996,http://us.imdb.com/M/title-exact?Kama%20Sutra%20(1996),Kama Sutra (1996)
533,"Daytrippers, The","Daytrippers, The (1996)",1996,http://us.imdb.com/M/title-exact?Daytrippers%2C%20The%20(1996),"Daytrippers, The (1996)"
534,Traveller,Traveller (1997),1997,http://us.imdb.com/M/title-exact?Traveller%20%281997%29,Traveller (1997)
535,Addicted to Love,Addicted to Love (1997),1997,http://us.imdb.com/M/title-exact?Addicted%20to%20Love%20%281997%29,Addicted to Love (1997)
536,Ponette,Ponette (1996),1996,http://us.imdb.com/M/title-exact?Ponette%20%281996%29,Ponette (1996)
537,My Own Private Idaho,My Own Private Idaho (1991),1991,http://us.imdb.com/M/title-exact?My+Own+Private+Idaho+(1991),My+Own+Private+Idaho+(1991)
538,Anastasia,Anastasia (1997),1997,http://us.imdb.com/M/title-exact?Anastasia+(1997),Anastasia+(1997)
539,Mouse Hunt,Mouse Hunt (1997),1997,http://us.imdb.com/M/title-exact?imdb-title-119715,imdb-title-119715
540,Money Train,Money Train (1995),1995,http://us.imdb.com/M/title-exact?Money%20Train%20(1995),Money Train (1995)
541,Mortal Kombat,Mortal Kombat (1995),1995,http://us.imdb.com/M/title-exact?Mortal%20Kombat%20(1995),Mortal Kombat (1995)
542,Pocahontas,Pocahontas (1995),1995,http://us.imdb.com/M/title-exact?Pocahontas%20(1995),Pocahontas (1995)
543,"Misérables, Les","Misérables, Les (1995)",1995,http://us.imdb.com/M/title-exact?Mis%E9rables%2C%20Les%20%281995%29,"Mis�rables, Les (1995)"
544,Things to Do in Denver when You're Dead,Things to Do in Denver when You're Dead (1995),1995,http://us.imdb.com/M/title-exact?Things%20to%20Do%20in%20Denver%20when%20You're%20Dead%20(1995),Things to Do in Denver when You're Dead (1995)
545,Vampire in Brooklyn,Vampire in Brooklyn (1995),1995,http://us.imdb.com/M/title-exact?Vampire%20in%20Brooklyn%20(1995),Vampire in Brooklyn (1995)
546,Broken Arrow,Broken Arrow (1996),1996,http://us.imdb.com/M/title-exact?Broken%20Arrow%20(1996),Broken Arrow (1996)
547,"Young Poisoner's Handbook, The","Young Poisoner's Handbook, The (1995)",1995,"http://us.imdb.com/M/title-exact?Young%20Poisoner's%20Handbook,%20The%20(1995)","Young Poisoner's Handbook, The (1995)"
548,"NeverEnding Story III, The","NeverEnding Story III, The (1994)",1994,"http://us.imdb.com/M/title-exact?NeverEnding%20Story%20III,%20The%20(1994)","NeverEnding Story III, The (1994)"
549,Rob Roy,Rob Roy (1995),1995,http://us.imdb.com/M/title-exact?Rob%20Roy%20(1995),Rob Roy (1995)
550,Die Hard: With a Vengeance,Die Hard: With a Vengeance (1995),1995,http://us.imdb.com/M/title-exact?Die%20Hard:%20With%20a%20Vengeance%20(1995),Die Hard: With a Vengeance (1995)
551,Lord of Illusions,Lord of Illusions (1995),1995,http://us.imdb.com/M/title-exact?Lord%20of%20Illusions%20(1995),Lord of Illusions (1995)
